"Código NBS";"Descrição NBS";"Cód. Subitem LC 116";"Descrição Subitem";
"104011790";"1.0401.17.90-Serviços de transporte terrestre para passeios turísticos (sightseeing) não classificados em itens anteriores";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104011900";"1.0401.19.00-Serviços de transporte terrestre local de passageiros não classificados em subposições anteriores";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104011900";"1.0401.19.00-Serviços de transporte terrestre local de passageiros não classificados em subposições anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"104012110";"1.0401.21.10-Serviços de transporte aquaviário local de passageiros, por navegação interior, em embarcações para travessia";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104012120";"1.0401.21.20-Serviços de transporte aquaviário local de passageiros, por navegação interior, em embarcações para cruzeiros";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104012120";"1.0401.21.20-Serviços de transporte aquaviário local de passageiros, por navegação interior, em embarcações para cruzeiros";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"104012120";"1.0401.21.20-Serviços de transporte aquaviário local de passageiros, por navegação interior, em embarcações para cruzeiros";"20.01";"20.01 - Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres.";
"104012190";"1.0401.21.90-Serviços de transporte aquaviário local de passageiros, por navegação interior não classificados em itens anteriores";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104012190";"1.0401.21.90-Serviços de transporte aquaviário local de passageiros, por navegação interior não classificados em itens anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"104012200";"1.0401.22.00-Serviços de transporte aquaviário local de passageiros por fretamento";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104012200";"1.0401.22.00-Serviços de transporte aquaviário local de passageiros por fretamento";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"104012300";"1.0401.23.00-Serviços de transporte aquaviário para passeios turísticos (sightseeing)";"09.02";"09.02 - Agenciamento, organização, promoção, intermediação e execução de programas de turismo, passeios, viagens, excursões, hospedagens e congêneres.";
"104012300";"1.0401.23.00-Serviços de transporte aquaviário para passeios turísticos (sightseeing)";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104012900";"1.0401.29.00-Serviços de transporte aquaviário local de passageiros não classificados em subposições anteriores";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104012900";"1.0401.29.00-Serviços de transporte aquaviário local de passageiros não classificados em subposições anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"104013000";"1.0401.30.00-Serviços de transporte integrado local de passageiros";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104014100";"1.0401.41.00-Serviços de táxi aéreo local";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"104014200";"1.0401.42.00-Serviços de transporte aéreo local de passageiros por fretamento";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104014200";"1.0401.42.00-Serviços de transporte aéreo local de passageiros por fretamento";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"104014300";"1.0401.43.00-Serviços de transporte aéreo para passeios turísticos (sightseeing)";"09.02";"09.02 - Agenciamento, organização, promoção, intermediação e execução de programas de turismo, passeios, viagens, excursões, hospedagens e congêneres.";
"104014300";"1.0401.43.00-Serviços de transporte aéreo para passeios turísticos (sightseeing)";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104014900";"1.0401.49.00-Serviços de transporte aéreo local de passageiros não classificados em subposições anteriores";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104014900";"1.0401.49.00-Serviços de transporte aéreo local de passageiros não classificados em subposições anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"104019000";"1.0401.90.00-Serviços de transporte local de passageiros não classificados não classificados em subposições anteriores";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104019000";"1.0401.90.00-Serviços de transporte local de passageiros não classificados não classificados em subposições anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"104021110";"1.0402.11.10-Serviços de transporte rodoviário nacional, exceto local, prestados exclusivamente por meio de ônibus";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104021190";"1.0402.11.90-Serviços de transporte rodoviário nacional, exceto local, de passageiros não classificados em subitens anteriores";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104021320";"1.0402.13.20-Serviços de fretamento eventual ou turístico, nacional, exceto local";"09.02";"09.02 - Agenciamento, organização, promoção, intermediação e execução de programas de turismo, passeios, viagens, excursões, hospedagens e congêneres.";
"104021400";"1.0402.14.00-Serviços de transporte ferroviário nacional, exceto local, de passageiros";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104021900";"1.0402.19.00-Serviços de transporte terrestre nacional, exceto local, de passageiros não classificados não classificados em subposições anteriores";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104022110";"1.0402.21.10-Serviços de transporte aquaviário de passageiros, por navegação interior, em embarcações para travessia";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104022120";"1.0402.21.20-Serviços de transporte aquaviário de passageiros, por navegação interior, em embarcações para cruzeiros";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104022190";"1.0402.21.90-Serviços de transporte aquaviário nacional, exceto local, de passageiros, por navegação interior não classificados em itens anteriores";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104022200";"1.0402.22.00-Serviços de transporte aquaviário nacional costeiro de passageiros";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104022300";"1.0402.23.00-Serviços de transporte aquaviário nacional, exceto local, de passageiros por fretamento";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104023100";"1.0402.31.00-Serviços de transporte aéreo nacional, exceto local, regular de passageiros";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104023300";"1.0402.33.00-Serviços de transporte aéreo nacional, exceto local, de passageiros, por fretamento";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104023900";"1.0402.39.00-Serviços de transporte aéreo nacional, exceto local, de passageiros não classificados em subposições anteriores";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104029000";"1.0402.90.00-Serviços de transporte nacional, exceto local, de passageiros não classificados em subposições anteriores";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104031110";"1.0403.11.10-Serviços de transporte de passageiros prestados exclusivamente por meio de ônibus";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104031190";"1.0403.11.90-Serviços de transporte rodoviário internacional de passageiros não classificados em itens anteriores";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104031200";"1.0403.12.00-Serviços de transporte rodoviário internacional de passageiros por fretamento";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104031310";"1.0403.13.10-Serviços de transporte internacional ferroviário de passageiros";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104031390";"1.0403.13.90-Serviços de transporte internacional de passageiros por veículos sobre trilhos não classificados em itens anteriores";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104031900";"1.0403.19.00-Serviços de transporte terrestre internacional de passageiros não classificados em subposições anteriores";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104032110";"1.0403.21.10-Serviços de transporte aquaviário internacional de passageiros, por navegação interior, em embarcações para travessia";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104032120";"1.0403.21.20-Serviços de transporte aquaviário internacional de passageiros, por navegação interior, em embarcações para cruzeiros";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104032190";"1.0403.21.90-Serviços de transporte aquaviário internacional de passageiros, por navegação interior não classificados em itens anteriores";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104032200";"1.0403.22.00-Serviços de transporte aquaviário internacional costeiro de passageiros";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104032300";"1.0403.23.00-Serviços de transporte aquaviário internacional transoceânico de passageiros";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104032400";"1.0403.24.00-Serviços de transporte aquaviário internacional de passageiros por fretamento";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104033100";"1.0403.31.00-Serviços de transporte aéreo internacional regular de passageiros";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104033300";"1.0403.33.00-Serviços de transporte aéreo internacional de passageiros por fretamento";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104033900";"1.0403.39.00-Serviços de transporte aéreo internacional de passageiros não classificados em subposições anteriores";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104039000";"1.0403.90.00-Serviços de transporte internacional de passageiros não classificados em subposições anteriores";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"104041000";"1.0404.10.00-Locação de veículos rodoviários de passageiros com motorista";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"104041000";"1.0404.10.00-Locação de veículos rodoviários de passageiros com motorista";"99.99";"99.99 - Outros Serviços";
"104042000";"1.0404.20.00-Locação de embarcações de passageiros com tripulação";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"104042000";"1.0404.20.00-Locação de embarcações de passageiros com tripulação";"99.99";"99.99 - Outros Serviços";
"104043000";"1.0404.30.00-Locação de aeronaves de passageiros com tripulação";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"104043000";"1.0404.30.00-Locação de aeronaves de passageiros com tripulação";"99.99";"99.99 - Outros Serviços";
"104050000";"1.0405.00.00-Afretamento de embarcações de passageiros por tempo";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105011110";"1.0501.11.10- Serviços de transporte rodoviário de cargas sólidas a granel";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105011120";"1.0501.11.20-Serviços de transporte rodoviário de cargas líquidas, ou liquefeitas, a granel";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105011130";"1.0501.11.30- Serviços de transporte rodoviário de cargas gasosas a granel";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105011210";"1.0501.12.10- Serviços de transporte rodoviário de carga solta, não unitizada";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105011220";"1.0501.12.20- Serviços de transporte rodoviário de carga unitizada";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105011230";"1.0501.12.30-Serviços de transporte rodoviário de carga frigorificada ou climatizada";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105011310";"1.0501.13.10-Serviços de transporte rodoviário de cargas em contêineres frigorificados ou climatizados";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105011320";"1.0501.13.20-Serviços de transporte rodoviário de cargas em contêineres não frigorificados ou climatizados";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105011410";"1.0501.14.10-Serviços de transporte rodoviário de cargas vivas";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105011420";"1.0501.14.20-Serviços de transporte rodoviário de mudanças domésticas e de mobília e outros objetos de escritório";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105011430";"1.0501.14.30-Serviços de transporte rodoviário de cargas de grande porte";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105011440";"1.0501.14.40-Serviços de transporte rodoviário de veículos";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105011451";"1.0501.14.51-Serviços de transporte rodoviário de combustíveis, lubrificantes e GLP, inclusive apresentados em botijões metálicos";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105011452";"1.0501.14.52-Serviços de transporte rodoviário de produtos químicos perigosos, exceto lubrificantes e GLP";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105011459";"1.0501.14.59-Serviços de transporte rodoviário de produtos perigosos não classificados em subitens anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105011500";"1.0501.15.00-Serviços de transporte rodoviário de cargas postais e malotes";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105011500";"1.0501.15.00-Serviços de transporte rodoviário de cargas postais e malotes";"26.01";"26.01 - Serviços de coleta, remessa ou entrega de correspondências, documentos, objetos, bens ou valores, inclusive pelos correios e suas agências franqueadas; courrier e congêneres.";
"105011900";"1.0501.19.00-Serviços de transporte rodoviário de cargas não classificados em subposições anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105012110";"1.0501.21.10-Serviços de transporte ferroviário de cargas sólidas a granel";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105012120";"1.0501.21.20-Serviços de transporte ferroviário de cargas líquidas, ou liquefeitas, a granel";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105012130";"1.0501.21.30-Serviços de transporte ferroviário de cargas gasosas a granel";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105012210";"1.0501.22.10-Serviços de transporte ferroviário de carga solta, não unitizada";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105012220";"1.0501.22.20-Serviços de transporte ferroviário de carga unitizada";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105012230";"1.0501.22.30-Serviços de transporte ferroviário de carga frigorificada ou climatizada";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105012310";"1.0501.23.10-Serviços de transporte ferroviário de cargas em contêineres frigorificados ou climatizados";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105012320";"1.0501.23.20-Serviços de transporte ferroviário de cargas em contêineres não frigorificados ou climatizados";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105012410";"1.0501.24.10-Serviços de transporte ferroviário de cargas vivas";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105012421";"1.0501.24.21-Serviços de transporte ferroviário de combustíveis, lubrificantes e GLP, inclusive apresentados em botijões metálicos";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105012422";"1.0501.24.22-Serviços de transporte ferroviário de produtos químicos perigosos, exceto lubrificantes e GLP";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105012429";"1.0501.24.29-Serviços de transporte ferroviário de produtos perigosos não classificados em subposições anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105012500";"1.0501.25.00-Serviços de transporte ferroviário de bens e valores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105012900";"1.0501.29.00-Serviços de transporte ferroviário de cargas não classificados em subposições anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105013100";"1.0501.31.00-Serviços de transporte de petróleo, gás natural e combustível por meio de dutos";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105013200";"1.0501.32.00-Serviços de transporte de minérios por meio de dutos";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105013900";"1.0501.39.00-Serviços de transporte de cargas por meio de dutos não classificados em subposições anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105021110";"1.0502.11.10-Serviços de transporte aquaviário por navegação interior de cargas sólidas, a granel";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105021120";"1.0502.11.20-Serviços de transporte aquaviário por navegação interior de cargas líquidas, ou liquefeitas, a granel";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105021130";"1.0502.11.30-Serviços de transporte aquaviário por navegação interior de cargas gasosas a granel";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105021210";"1.0502.12.10-Serviços de transporte aquaviário por navegação interior de carga solta, não unitizada";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105021220";"1.0502.12.20-Serviços de transporte aquaviário por navegação interior de carga unitizada";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105021230";"1.0502.12.30-Serviços de transporte aquaviário por navegação interior de carga frigorificada ou climatizada";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105021310";"1.0502.13.10-Serviços de transporte aquaviário por navegação interior de cargas em contêineres frigorificados ou climatizados";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105021320";"1.0502.13.20-Serviços de transporte aquaviário por navegação interior de cargas em contêineres não frigorificados ou climatizados";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105021410";"1.0502.14.10-Serviços de transporte aquaviário por navegação interior de cargas vivas";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105021420";"1.0502.14.20-Serviços de transporte aquaviário por navegação interior de mudanças domésticas e de mobília e outros objetos de escritório";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105021430";"1.0502.14.30-Serviços de transporte aquaviário por navegação interior de cargas de grande porte";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105021440";"1.0502.14.40-Serviços de transporte aquaviário por navegação interior de veículos";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105021451";"1.0502.14.51-Serviços de transporte aquaviário por navegação interior de combustíveis, lubrificantes e GLP, inclusive apresentado em botijões metálicos";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105021452";"1.0502.14.52-Serviços de transporte aquaviário por navegação interior de produtos químicos perigosos, exceto lubrificantes e GLP";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105021459";"1.0502.14.59-Serviços de transporte aquaviário por navegação interior de produtos perigosos não classificados em subposições anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105021490";"1.0502.14.90-Serviços de transporte aquaviário por navegação interior de cargas especiais não classificados em subposições anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105021900";"1.0502.19.00-Serviços de transporte aquaviário por navegação interior de cargas não classificados em subposições anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105022110";"1.0502.21.10-Serviços de transporte aquaviário costeiro de cargas sólidas a granel";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105022120";"1.0502.21.20-Serviços de transporte aquaviário costeiro de cargas líquidas ou liquefeitas, a granel";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105022130";"1.0502.21.30-Serviços de transporte aquaviário costeiro de cargas gasosas a granel";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105022210";"1.0502.22.10-Serviços de transporte aquaviário costeiro de carga solta, não unitizada";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105022220";"1.0502.22.20-Serviços de transporte aquaviário costeiro de carga unitizada";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105022230";"1.0502.22.30-Serviços de transporte aquaviário costeiro de carga frigorificada ou climatizada";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105022310";"1.0502.23.10-Serviços de transporte aquaviário costeiro de cargas em contêineres frigorificados ou climatizados";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105022320";"1.0502.23.20-Serviços de transporte aquaviário costeiro de cargas em contêineres não classificados em subposições anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105022410";"1.0502.24.10-Serviços de transporte aquaviário costeiro de cargas vivas";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105022420";"1.0502.24.20-Serviços de transporte aquaviário costeiro de mudanças domésticas e de mobília e outros objetos de escritório";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105022430";"1.0502.24.30-Serviços de transporte aquaviário costeiro de cargas de grande porte";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105022440";"1.0502.24.40-Serviços de transporte aquaviário costeiro de veículos";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105022451";"1.0502.24.51-Serviços de transporte aquaviário costeiro de combustíveis, lubrificantes e GLP, inclusive apresentado em botijões metálicos";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105022452";"1.0502.24.52-Serviços de transporte aquaviário costeiro de produtos químicos perigosos, exceto lubrificantes e GLP";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105022459";"1.0502.24.59-Serviços de transporte aquaviário costeiro de produtos perigosos não classificados em subposições anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105022900";"1.0502.29.00-Serviços de transportes aquaviário costeiro de cargas não classificados em subposições anteriores";"10.06";"10.06 - Agenciamento marítimo.";
"105022900";"1.0502.29.00-Serviços de transportes aquaviário costeiro de cargas não classificados em subposições anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105023110";"1.0502.31.10-Serviços de transporte aquaviário transoceânico de cargas sólidas a granel";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105023120";"1.0502.31.20-Serviços de transporte aquaviário transoceânico de cargas líquidas, ou liquefeitas, a granel";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105023130";"1.0502.31.30-Serviços de transporte aquaviário transoceânico de cargas gasosas a granel";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105023210";"1.0502.32.10-Serviços de transporte aquaviário transoceânico de carga solta, não unitizada";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105023220";"1.0502.32.20-Serviços de transporte aquaviário transoceânico de carga unitizada";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105023230";"1.0502.32.30-Serviços de transporte aquaviário transoceânico de carga frigorificada ou climatizada";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105023310";"1.0502.33.10-Serviços de transporte aquaviário transoceânico de cargas em contêineres frigorificados ou climatizados";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105023320";"1.0502.33.20-Serviços de transporte aquaviário transoceânico de cargas em contêineres não frigorificados ou climatizados";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105023410";"1.0502.34.10-Serviços de transporte aquaviário transoceânico de cargas vivas";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105023451";"1.0502.34.51-Serviços de transporte aquaviário transoceânico de combustíveis, lubrificantes e GLP, inclusive apresentado em botijões metálicos";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105023452";"1.0502.34.52-Serviços de transporte aquaviário transoceânico de produtos químicos perigosos, exceto lubrificantes e GLP";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105023459";"1.0502.34.59-Serviços de transporte aquaviário transoceânico de produtos perigosos não classificados em subposições anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105023900";"1.0502.39.00-Serviços de transporte aquaviário transoceânico de cargas não classificados em subposições anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105031100";"1.0503.11.00-Serviços de transporte aéreo de cargas em contêineres frigorificados ou climatizados";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105031200";"1.0503.12.00-Serviços de transporte aéreo de cargas em contêineres não frigorificados ou climatizados";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105032100";"1.0503.21.00-Serviços de transporte aéreo de produtos perigosos";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105032200";"1.0503.22.00-Serviços de transporte aéreo de cargas vivas";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105032300";"1.0503.23.00-Serviços de transporte aéreo de máquinas e veículos";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105032400";"1.0503.24.00-Serviços de transporte aéreo de produtos perecíveis";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105032500";"1.0503.25.00-Serviços de transporte aéreo de cargas frágeis";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105032600";"1.0503.26.00-Serviços de transporte aéreo de cargas controladas";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105032700";"1.0503.27.00-Serviços de transporte aéreo de valores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105032800";"1.0503.28.00-Serviços de transporte aéreo de cargas postais, remessas expressas e cargas congêneres";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105032900";"1.0503.29.00-Serviços de transporte aéreo de cargas especiais não classificados em subposições anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105039000";"1.0503.90.00-Serviços de transporte aéreo de cargas não classificados em subposições anteriores";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105041100";"1.0504.11.00-Serviços de transporte multimodal de cargas sólidas a granel";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105041200";"1.0504.12.00-Serviços de transporte multimodal de cargas líquidas, ou liquefeitas, a granel";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105041300";"1.0504.13.00-Serviços de transporte multimodal de cargas gasosas a granel";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105042100";"1.0504.21.00-Serviços de transporte multimodal de carga solta, não unitizada";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105042200";"1.0504.22.00-Serviços de transporte multimodal de carga unitizada";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105042300";"1.0504.23.00-Serviços de transporte multimodal de carga frigorificada ou climatizada";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105043100";"1.0504.31.00-Serviços de transporte multimodal de cargas em contêineres frigorificados ou climatizados";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"105043200";"1.0504.32.00-Serviços de transporte multimodal de cargas em contêineres não frigorificados ou climatizados";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
