"Código CNAE";"Descrição CNAE";"Cód. Subitem LC 116";"Descrição Subitem";
"5229001";"Serviços de apoio ao transporte por táxi, inclusive centrais de chamada";"17.02";"17.02 - Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres.";
"5229002";"Serviços de reboque de veículos";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"5229002";"Serviços de reboque de veículos";"14.14";"14.14 - Guincho intramunicipal, guindaste e içamento.";
"5229002";"Serviços de reboque de veículos";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"5229099";"Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente";"11.03";"11.03 - Escolta, inclusive de veículos e cargas.";
"5229099";"Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente";"11.04";"11.04 - Armazenamento, depósito, carga, descarga, arrumação e guarda de bens de qualquer espécie.";
"5229099";"Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente";"14.05";"14.05 - Restauração, recondicionamento, acondicionamento, pintura, beneficiamento, lavagem, secagem, tingimento, galvanoplastia, anodização, corte, recorte, plastificação, costura, acabamento, polimento e congêneres de objetos quaisquer. ";
"5229099";"Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente";"16.01";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";
"5229099";"Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente";"16.02";"16.02 - Outros serviços de transporte de natureza municipal.";
"5229099";"Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente";"17.01";"17.01 - Assessoria ou consultoria de qualquer natureza, não contida em outros itens desta lista; análise, exame, pesquisa, coleta, compilação e fornecimento de dados e informações de qualquer natureza, inclusive cadastro e similares.";
"5229099";"Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente";"17.02";"17.02 - Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres.";
"5229099";"Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente";"17.03";"17.03 - Planejamento, coordenação, programação ou organização técnica, financeira ou administrativa.";
"5229099";"Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente";"20.03";"20.03 - Serviços de terminais rodoviários, ferroviários, metroviários, movimentação de passageiros, mercadorias, inclusive suas operações, logística e congêneres.";
"5231101";"Administração da infra-estrutura portuária";"20.01";"20.01 - Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres.";
"5231102";"Atividades do Operador Portuário";"20.01";"20.01 - Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres.";
"5232000";"Atividades de agenciamento marítimo";"10.06";"10.06 - Agenciamento marítimo.";
"5239701";"Serviços de praticagem";"20.01";"20.01 - Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres.";
"5239799";"Atividades auxiliares dos transportes aquaviários não especificadas anteriormente";"20.01";"20.01 - Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres.";
"5240101";"Operação dos aeroportos e campos de aterrissagem";"20.02";"20.02 - Serviços aeroportuários, utilização de aeroporto, movimentação de passageiros, armazenagem de qualquer natureza, capatazia, movimentação de aeronaves, serviços de apoio aeroportuários, serviços acessórios, movimentação de mercadorias, logística e congêneres.";
"5240199";"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem";"11.01";"11.01 - Guarda e estacionamento de veículos terrestres automotores, de aeronaves e de embarcações.";
"5240199";"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"5240199";"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem";"17.01";"17.01 - Assessoria ou consultoria de qualquer natureza, não contida em outros itens desta lista; análise, exame, pesquisa, coleta, compilação e fornecimento de dados e informações de qualquer natureza, inclusive cadastro e similares.";
"5240199";"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem";"20.02";"20.02 - Serviços aeroportuários, utilização de aeroporto, movimentação de passageiros, armazenagem de qualquer natureza, capatazia, movimentação de aeronaves, serviços de apoio aeroportuários, serviços acessórios, movimentação de mercadorias, logística e congêneres.";
"5250801";"Comissaria de despachos";"33.01";"33.01 - Serviços de desembaraço aduaneiro, comissários, despachantes e congêneres.";
"5250802";"Atividades de despachantes aduaneiros";"33.01";"33.01 - Serviços de desembaraço aduaneiro, comissários, despachantes e congêneres.";
"5250803";"Agenciamento de cargas, exceto para o transporte marítimo";"10.05";"10.05 - Agenciamento, corretagem ou intermediação de bens móveis ou imóveis, não abrangidos em outros itens ou subitens, inclusive aqueles realizados no âmbito de Bolsas de Mercadorias e Futuros, por quaisquer meios.";
"5250804";"Organização logística do transporte de carga";"17.03";"17.03 - Planejamento, coordenação, programação ou organização técnica, financeira ou administrativa.";
"5250805";"Operador de transporte multimodal - OTM";"17.03";"17.03 - Planejamento, coordenação, programação ou organização técnica, financeira ou administrativa.";
"5310501";"Atividades do Correio Nacional";"26.01";"26.01 - Serviços de coleta, remessa ou entrega de correspondências, documentos, objetos, bens ou valores, inclusive pelos correios e suas agências franqueadas; courrier e congêneres.";
"5310502";"Atividades de franqueadas e permissionárias do Correio Nacional";"26.01";"26.01 - Serviços de coleta, remessa ou entrega de correspondências, documentos, objetos, bens ou valores, inclusive pelos correios e suas agências franqueadas; courrier e congêneres.";
"5320201";"Serviços de malote não realizados pelo Correio Nacional";"26.01";"26.01 - Serviços de coleta, remessa ou entrega de correspondências, documentos, objetos, bens ou valores, inclusive pelos correios e suas agências franqueadas; courrier e congêneres.";
"5320202";"Serviços de entrega rápida";"26.01";"26.01 - Serviços de coleta, remessa ou entrega de correspondências, documentos, objetos, bens ou valores, inclusive pelos correios e suas agências franqueadas; courrier e congêneres.";
"5510801";"Hotéis";"09.01";"09.01 - Hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência, residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com fornecimento de serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).";
"5510802";"Apart-hotéis";"09.01";"09.01 - Hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência, residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com fornecimento de serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).";
"5510803";"Motéis";"09.01";"09.01 - Hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência, residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com fornecimento de serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).";
"5590601";"Albergues, exceto assistenciais";"09.01";"09.01 - Hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência, residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com fornecimento de serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).";
"5590602";"Campings";"09.01";"09.01 - Hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência, residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com fornecimento de serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).";
"5590603";"Pensões (alojamento)";"09.01";"09.01 - Hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência, residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com fornecimento de serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).";
"5590699";"Outros alojamentos não especificados anteriormente";"09.01";"09.01 - Hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência, residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com fornecimento de serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).";
"5620101";"Fornecimento de alimentos preparados preponderantemente para empresas";"17.05";"17.05 - Fornecimento de mão-de-obra, mesmo em caráter temporário, inclusive de empregados ou trabalhadores, avulsos ou temporários, contratados pelo prestador de serviço.";
"5620101";"Fornecimento de alimentos preparados preponderantemente para empresas";"17.11";"17.11 - Organização de festas e recepções; bufê (exceto o fornecimento de alimentação e bebidas, que fica sujeito ao ICMS).";
"5620102";"Serviços de alimentação para eventos e recepções - bufê";"17.11";"17.11 - Organização de festas e recepções; bufê (exceto o fornecimento de alimentação e bebidas, que fica sujeito ao ICMS).";
"5620103";"Cantinas - serviços de alimentação privativos";"17.11";"17.11 - Organização de festas e recepções; bufê (exceto o fornecimento de alimentação e bebidas, que fica sujeito ao ICMS).";
"5620104";"Fornecimento de alimentos preparados preponderantemente para consumo domiciliar";"17.11";"17.11 - Organização de festas e recepções; bufê (exceto o fornecimento de alimentação e bebidas, que fica sujeito ao ICMS).";
"5811500";"Edição de livros";"10.03";"10.03 - Agenciamento, corretagem ou intermediação de direitos de propriedade industrial, artística ou literária.";
"5811500";"Edição de livros";"17.02";"17.02 - Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres.";
"5812301";"Edição de jornais diários";"17.02";"17.02 - Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres.";
"5812302";"Edição de jornais não diários";"17.02";"17.02 - Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres.";
"5813100";"Edição de revistas";"17.02";"17.02 - Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres.";
"5819100";"Edição de cadastros, listas e outros produtos gráficos";"17.02";"17.02 - Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres.";
"5821200";"Edição integrada à impressão de livros";"17.02";"17.02 - Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres.";
"5822101";"Edição integrada à impressão de jornais diários";"17.02";"17.02 - Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres.";
"5822102";"Edição integrada à impressão de jornais não diários";"17.02";"17.02 - Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres.";
"5823900";"Edição integrada à impressão de revistas";"17.02";"17.02 - Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres.";
"5829800";"Edição integrada à impressão de cadastros, listas e outros produtos gráficos";"17.02";"17.02 - Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres.";
"5911101";"Estúdios cinematográficos";"13.03";"13.03 - Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.";
"5911102";"Produção de filmes para publicidade";"13.03";"13.03 - Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.";
"5911199";"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente";"12.13";"12.13 - Produção, mediante ou sem encomenda prévia, de eventos, espetáculos, entrevistas, shows, ballet, danças, desfiles, bailes, teatros, óperas, concertos, recitais, festivais e congêneres.";
"5911199";"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente";"13.03";"13.03 - Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.";
"5912001";"Serviços de dublagem";"13.02";"13.02 - Fonografia ou gravação de sons, inclusive trucagem, dublagem, mixagem e congêneres.";
"5912002";"Serviços de mixagem sonora em produção audiovisual";"13.02";"13.02 - Fonografia ou gravação de sons, inclusive trucagem, dublagem, mixagem e congêneres.";
"5912099";"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente";"13.03";"13.03 - Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.";
"5913800";"Distribuição cinematográfica, de vídeo e de programas de televisão";"01.09";"01.09 - Disponibilização, sem cessão definitiva, de conteúdos de áudio, vídeo, imagem e texto por meio da internet, respeitada a imunidade de livros, jornais e periódicos (exceto a distribuição de conteúdos pelas prestadoras de Serviço de Acesso Condicionado, de que trata a Lei no 12.485, de 12 de setembro de 2011, sujeita ao ICMS).";
"5913800";"Distribuição cinematográfica, de vídeo e de programas de televisão";"10.10";"10.10 - Distribuição de bens de terceiros.";
"5914600";"Atividades de exibição cinematográfica";"12.02";"12.02 - Exibições cinematográficas.";
"5914600";"Atividades de exibição cinematográfica";"12.16";"12.16 - Exibição de filmes, entrevistas, musicais, espetáculos, shows, concertos, desfiles, óperas, competições esportivas, de destreza intelectual ou congêneres.";
"5920100";"Atividades de gravação de som e de edição de música";"13.02";"13.02 - Fonografia ou gravação de sons, inclusive trucagem, dublagem, mixagem e congêneres.";
"6021700";"Atividades de televisão aberta";"12.13";"12.13 - Produção, mediante ou sem encomenda prévia, de eventos, espetáculos, entrevistas, shows, ballet, danças, desfiles, bailes, teatros, óperas, concertos, recitais, festivais e congêneres.";
"6022501";"Programadoras";"13.03";"13.03 - Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.";
"6022502";"Atividades relacionadas à televisão por assinatura, exceto programadoras";"10.03";"10.03 - Agenciamento, corretagem ou intermediação de direitos de propriedade industrial, artística ou literária.";
"6190601";"Provedores de acesso às redes de comunicações";"01.08";"01.08 - Planejamento, confecção, manutenção e atualização de páginas eletrônicas.";
"6190602";"Provedores de voz sobre protocolo internet - VOIP";"01.03";"01.03 - Processamento, armazenamento ou hospedagem de dados, textos, imagens, vídeos, páginas eletrônicas, aplicativos e sistemas de informação, entre outros formatos, e congêneres.";
"6190699";"Outras atividades de telecomunicações não especificadas anteriormente";"01.01";"01.01 - Análise e desenvolvimento de sistemas.";
"6190699";"Outras atividades de telecomunicações não especificadas anteriormente";"01.02";"01.02 - Programação.";
"6190699";"Outras atividades de telecomunicações não especificadas anteriormente";"01.03";"01.03 - Processamento, armazenamento ou hospedagem de dados, textos, imagens, vídeos, páginas eletrônicas, aplicativos e sistemas de informação, entre outros formatos, e congêneres.";
"6190699";"Outras atividades de telecomunicações não especificadas anteriormente";"01.04";"01.04 - Elaboração de programas de computadores, inclusive de jogos eletrônicos, independentemente da arquitetura construtiva da máquina em que o programa será executado, incluindo tablets, smartphones e congêneres.";
"6190699";"Outras atividades de telecomunicações não especificadas anteriormente";"01.08";"01.08 - Planejamento, confecção, manutenção e atualização de páginas eletrônicas.";
"6190699";"Outras atividades de telecomunicações não especificadas anteriormente";"07.02";"07.02 - Execução, por administração, empreitada ou subempreitada, de obras de construção civil, hidráulica ou elétrica e de outras obras semelhantes, inclusive sondagem, perfuração de poços, escavação, drenagem e irrigação, terraplanagem, pavimentação, concretagem e a instalação e montagem de produtos, peças e equipamentos (exceto o fornecimento de mercadorias produzidas pelo prestador de serviços fora do local da prestação dos serviços, que fica sujeito ao ICMS).";
"6190699";"Outras atividades de telecomunicações não especificadas anteriormente";"11.02";"11.02 - Vigilância, segurança ou monitoramento de bens, pessoas e semoventes.";
"6190699";"Outras atividades de telecomunicações não especificadas anteriormente";"11.05";"11.05 - Serviços relacionados ao monitoramento e rastreamento a distância, em qualquer via ou local, de veículos, cargas, pessoas e semoventes em circulação ou movimento, realizados por meio de telefonia móvel, transmissão de satélites, rádio ou qualquer outro meio, inclusive pelas empresas de Tecnologia da Informação Veicular, independentemente de o prestador de serviços ser proprietário ou não da infraestrutura de telecomunicações que utiliza.";
"6190699";"Outras atividades de telecomunicações não especificadas anteriormente";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"6190699";"Outras atividades de telecomunicações não especificadas anteriormente";"14.06";"14.06 - Instalação e montagem de aparelhos, máquinas e equipamentos, inclusive montagem industrial, prestados ao usuário final, exclusivamente com material por ele fornecido.";
"6201501";"Desenvolvimento de programas de computador sob encomenda";"01.01";"01.01 - Análise e desenvolvimento de sistemas.";
"6201501";"Desenvolvimento de programas de computador sob encomenda";"01.02";"01.02 - Programação.";
"6201501";"Desenvolvimento de programas de computador sob encomenda";"01.04";"01.04 - Elaboração de programas de computadores, inclusive de jogos eletrônicos, independentemente da arquitetura construtiva da máquina em que o programa será executado, incluindo tablets, smartphones e congêneres.";
"6201502";"Web design";"01.08";"01.08 - Planejamento, confecção, manutenção e atualização de páginas eletrônicas.";
"6202300";"Desenvolvimento e licenciamento de programas de computador customizáveis";"01.04";"01.04 - Elaboração de programas de computadores, inclusive de jogos eletrônicos, independentemente da arquitetura construtiva da máquina em que o programa será executado, incluindo tablets, smartphones e congêneres.";
"6202300";"Desenvolvimento e licenciamento de programas de computador customizáveis";"01.05";"01.05 - Licenciamento ou cessão de direito de uso de programas de computação.";
"6203100";"Desenvolvimento e licenciamento de programas de computador não-customizáveis";"01.04";"01.04 - Elaboração de programas de computadores, inclusive de jogos eletrônicos, independentemente da arquitetura construtiva da máquina em que o programa será executado, incluindo tablets, smartphones e congêneres.";
"6203100";"Desenvolvimento e licenciamento de programas de computador não-customizáveis";"01.05";"01.05 - Licenciamento ou cessão de direito de uso de programas de computação.";
"6204000";"Consultoria em tecnologia da informação";"01.06";"01.06 - Assessoria e consultoria em informática.";
"6204000";"Consultoria em tecnologia da informação";"01.07";"01.07 - Suporte técnico em informática, inclusive instalação, configuração e manutenção de programas de computação e bancos de dados.";
"6209100";"Suporte técnico, manutenção e outros serviços em tecnologia da informação";"01.07";"01.07 - Suporte técnico em informática, inclusive instalação, configuração e manutenção de programas de computação e bancos de dados.";
"6311900";"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet";"01.03";"01.03 - Processamento, armazenamento ou hospedagem de dados, textos, imagens, vídeos, páginas eletrônicas, aplicativos e sistemas de informação, entre outros formatos, e congêneres.";
"6311900";"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet";"01.08";"01.08 - Planejamento, confecção, manutenção e atualização de páginas eletrônicas.";
"6311900";"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet";"03.03";"03.03 - Exploração de salões de festas, centro de convenções, escritórios virtuais, stands, quadras esportivas, estádios, ginásios, auditórios, casas de espetáculos, parques de diversões, canchas e congêneres, para realização de eventos ou negócios de qualquer natureza.";
"6311900";"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet";"13.04";"13.04 - Reprografia, microfilmagem e digitalização.";
"6319400";"Portais, provedores de conteúdo e outros serviços de informação na internet";"01.08";"01.08 - Planejamento, confecção, manutenção e atualização de páginas eletrônicas.";
"6319400";"Portais, provedores de conteúdo e outros serviços de informação na internet";"01.09";"01.09 - Disponibilização, sem cessão definitiva, de conteúdos de áudio, vídeo, imagem e texto por meio da internet, respeitada a imunidade de livros, jornais e periódicos (exceto a distribuição de conteúdos pelas prestadoras de Serviço de Acesso Condicionado, de que trata a Lei no 12.485, de 12 de setembro de 2011, sujeita ao ICMS).";
"6319400";"Portais, provedores de conteúdo e outros serviços de informação na internet";"17.25";"17.25 - Inserção de textos, desenhos e outros materiais de propaganda e publicidade, em qualquer meio (exceto em livros, jornais, periódicos e nas modalidades de serviços de radiodifusão sonora e de sons e imagens de recepção livre e gratuita).";
"6391700";"Agências de notícias";"10.07";"10.07 - Agenciamento de notícias.";
"6399200";"Outras atividades de prestação de serviços de informação não especificadas anteriormente";"17.01";"17.01 - Assessoria ou consultoria de qualquer natureza, não contida em outros itens desta lista; análise, exame, pesquisa, coleta, compilação e fornecimento de dados e informações de qualquer natureza, inclusive cadastro e similares.";
"6410700";"Banco Central";"15.01";"15.01 - Administração de fundos quaisquer, de consórcio, de cartão de crédito ou débito e congêneres, de carteira de clientes, de cheques pré-datados e congêneres.";
"6421200";"Bancos comerciais";"15.01";"15.01 - Administração de fundos quaisquer, de consórcio, de cartão de crédito ou débito e congêneres, de carteira de clientes, de cheques pré-datados e congêneres.";
"6421200";"Bancos comerciais";"15.02";"15.02 - Abertura de contas em geral, inclusive conta-corrente, conta de investimentos e aplicação e caderneta de poupança, no País e no exterior, bem como a manutenção das referidas contas ativas e inativas.";
"6421200";"Bancos comerciais";"15.03";"15.03 - Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral.";
"6421200";"Bancos comerciais";"15.04";"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres.";
"6421200";"Bancos comerciais";"15.05";"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques sem Fundos, CCF ou em quaisquer outros bancos cadastrais.";
"6421200";"Bancos comerciais";"15.06";"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos, bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de veículos; agenciamento fiduciário ou depositário; devolução de bens em custódia.";
"6421200";"Bancos comerciais";"15.07";"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo.";
"6421200";"Bancos comerciais";"15.08";"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de crédito, para quaisquer fins.";
"6421200";"Bancos comerciais";"15.09";"15.09 - Arrendamento mercantil (leasing) de quaisquer bens, inclusive cessão de direitos e obrigações, substituição de garantia, alteração, cancelamento e registro de contrato, e demais serviços relacionados ao arrendamento mercantil (leasing).";
"6421200";"Bancos comerciais";"15.10";"15.10 - Serviços relacionados a cobranças, recebimentos ou pagamentos em geral, de títulos quaisquer, de contas ou carnês, de câmbio, de tributos e por conta de terceiros, inclusive os efetuados por meio eletrônico, automático ou por máquinas de atendimento; fornecimento de posição de cobrança, recebimento ou pagamento; emissão de carnês, fichas de compensação, impressos e documentos em geral.";
"6421200";"Bancos comerciais";"15.11";"15.11 - Devolução de títulos, protesto de títulos, sustação de protesto, manutenção de títulos, reapresentação de títulos, e demais serviços a eles relacionados.";
"6421200";"Bancos comerciais";"15.12";"15.12 - Custódia em geral, inclusive de títulos e valores mobiliários.";
"6421200";"Bancos comerciais";"15.13";"15.13 - Serviços relacionados a operações de câmbio em geral, edição, alteração, prorrogação, cancelamento e baixa de contrato de câmbio; emissão de registro de exportação ou de crédito; cobrança ou depósito no exterior; emissão, fornecimento e cancelamento de cheques de viagem; fornecimento, transferência, cancelamento e demais serviços relativos a carta de crédito de importação, exportação e garantias recebidas; envio e recebimento de mensagens em geral relacionadas a operações de câmbio.";
"6421200";"Bancos comerciais";"15.14";"15.14 - Fornecimento, emissão, reemissão, renovação e manutenção de cartão magnético, cartão de crédito, cartão de débito, cartão salário e congêneres.";
"6421200";"Bancos comerciais";"15.15";"15.15 - Compensação de cheques e títulos quaisquer; serviços relacionados a depósito, inclusive depósito identificado, a saque de contas quaisquer, por qualquer meio ou processo, inclusive em terminais eletrônicos e de atendimento.";
"6421200";"Bancos comerciais";"15.16";"15.16 - Emissão, reemissão, liquidação, alteração, cancelamento e baixa de ordens de pagamento, ordens de crédito e similares, por qualquer meio ou processo; serviços relacionados à transferência de valores, dados, fundos, pagamentos e similares, inclusive entre contas em geral.";
"6421200";"Bancos comerciais";"15.17";"15.17 - Emissão, fornecimento, devolução, sustação, cancelamento e oposição de cheques quaisquer, avulso ou por talão.";
"6421200";"Bancos comerciais";"15.18";"15.18 - Serviços relacionados a crédito imobiliário, avaliação e vistoria de imóvel ou obra, análise técnica e jurídica, emissão, reemissão, alteração, transferência e renegociação de contrato, emissão e reemissão do termo de quitação e demais serviços relacionados a crédito imobiliário.";
"6422100";"Bancos múltiplos, com carteira comercial";"10.02";"10.02 - Agenciamento, corretagem ou intermediação de títulos em geral, valores mobiliários e contratos quaisquer.";
"6422100";"Bancos múltiplos, com carteira comercial";"15.01";"15.01 - Administração de fundos quaisquer, de consórcio, de cartão de crédito ou débito e congêneres, de carteira de clientes, de cheques pré-datados e congêneres.";
"6422100";"Bancos múltiplos, com carteira comercial";"15.02";"15.02 - Abertura de contas em geral, inclusive conta-corrente, conta de investimentos e aplicação e caderneta de poupança, no País e no exterior, bem como a manutenção das referidas contas ativas e inativas.";
"6422100";"Bancos múltiplos, com carteira comercial";"15.03";"15.03 - Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral.";
"6422100";"Bancos múltiplos, com carteira comercial";"15.04";"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres.";
"6422100";"Bancos múltiplos, com carteira comercial";"15.05";"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques sem Fundos, CCF ou em quaisquer outros bancos cadastrais.";
